Frequency (Hz)	Level (dB)
6368.444824	-97.418488
6369.117737	-96.525200
6369.790649	-95.400513
6370.463562	-94.914513
6371.136475	-93.407196
6371.809387	-92.129456
6372.482300	-91.715836
6373.155212	-90.991951
6373.828125	-90.056870
6374.501038	-89.654793
6375.173950	-89.249481
6375.846863	-88.704185
6376.519775	-88.650101
6377.192688	-88.555267
6377.865601	-88.029984
6378.538513	-87.864769
6379.211426	-87.584534
6379.884338	-86.661049
6380.557251	-86.045479
6381.230164	-86.185913
6381.903076	-85.511108
6382.575989	-84.802483
6383.248901	-84.869980
6383.921814	-84.161415
6384.594727	-83.466187
6385.267639	-83.531403
6385.940552	-83.082054
6386.613464	-82.837639
6387.286377	-83.202400
6387.959290	-82.763496
6388.632202	-82.672554
6389.305115	-82.771889
6389.978027	-82.399162
6390.650940	-82.477974
6391.323853	-83.114319
6391.996765	-83.025894
6392.669678	-83.125267
6393.342590	-83.556252
6394.015503	-83.357452
6394.688416	-83.576324
6395.361328	-84.199944
6396.034241	-84.076263
6396.707153	-84.273903
6397.380066	-84.598755
6398.052979	-84.108917
6398.725891	-83.991982
6399.398804	-84.396004
6400.071716	-84.193054
6400.744629	-84.119629
6401.417542	-84.361595
6402.090454	-84.472206
6402.763367	-84.689766
6403.436279	-84.999512
6404.109192	-85.203072
6404.782104	-85.485466
6405.455017	-86.198753
6406.127930	-86.759323
6406.800842	-86.799538
6407.473755	-86.903381
6408.146667	-87.622093
6408.819580	-87.388893
6409.492493	-87.043159
6410.165405	-88.115509
6410.838318	-88.213943
6411.511230	-87.662659
6412.184143	-88.326187
6412.857056	-89.255074
6413.529968	-88.855301
6414.202881	-89.876755
6414.875793	-90.217865
6415.548706	-89.237839
6416.221619	-89.689491
6416.894531	-90.008888
6417.567444	-89.242134
6418.240356	-90.014709
6418.913269	-90.812279
6419.586182	-88.772461
6420.259094	-88.861298
6420.932007	-89.317047
6421.604919	-88.391609
6422.277832	-89.622307
6422.950745	-90.663986
6423.623657	-89.795792
6424.296570	-90.748238
6424.969482	-91.231529
6425.642395	-91.045387
6426.315308	-92.835419
6426.988220	-93.039581
6427.661133	-93.567741
6428.334045	-96.825447
6429.006958	-97.226242
6429.679871	-96.780205
6430.352783	-99.577919
6431.025696	-100.874435
6431.698608	-103.458488
6432.371521	-103.567558
6433.044434	-102.766418
6433.717346	-106.227371
6434.390259	-104.108429
6435.063171	-101.579803
6435.736084	-102.240799
6436.408997	-100.494972
6437.081909	-96.712387
6437.754822	-96.177902
6438.427734	-95.733810
6439.100647	-93.922096
6439.773560	-93.483513
6440.446472	-92.367073
6441.119385	-91.171951
6441.792297	-91.263794
6442.465210	-90.276245
6443.138123	-88.955070
6443.811035	-89.528641
6444.483948	-88.611420
6445.156860	-87.791168
6445.829773	-88.144470
6446.502686	-87.567680
6447.175598	-87.419319
6447.848511	-87.831345
6448.521423	-87.549644
6449.194336	-87.936371
6449.867249	-88.819008
6450.540161	-88.640366
6451.213074	-88.974808
6451.885986	-89.976929
6452.558899	-90.177994
6453.231812	-90.737923
6453.904724	-91.857704
6454.577637	-91.620331
6455.250549	-91.755356
6455.923462	-92.592010
6456.596375	-91.657059
6457.269287	-90.522285
6457.942200	-90.496567
6458.615112	-89.892563
6459.288025	-89.059540
6459.960938	-89.643738
6460.633850	-88.777023
6461.306763	-88.003441
6461.979675	-88.631172
6462.652588	-87.557732
6463.325500	-87.050766
6463.998413	-88.033012
6464.671326	-87.357765
6465.344238	-87.375977
6466.017151	-88.352341
6466.690063	-87.384361
6467.362976	-87.236946
6468.035889	-87.802650
6468.708801	-87.309471
6469.381714	-87.424271
6470.054626	-88.090767
6470.727539	-87.306534
6471.400452	-87.464249
6472.073364	-88.037430
6472.746277	-87.178246
6473.419189	-87.070007
6474.092102	-87.320290
6474.765015	-87.033585
6475.437927	-87.347183
6476.110840	-87.259399
6476.783752	-86.408340
6477.456665	-86.428383
6478.129578	-86.298477
6478.802490	-85.911644
6479.475403	-86.287529
6480.148315	-86.146172
6480.821228	-85.871574
6481.494141	-86.431473
6482.167053	-85.954735
6482.839966	-86.307655
6483.512878	-87.059235
6484.185791	-87.101898
6484.858704	-87.625244
6485.531616	-87.939697
6486.204529	-86.957962
6486.877441	-86.801102
6487.550354	-86.479385
6488.223267	-85.822800
6488.896179	-85.954079
6489.569092	-85.680885
6490.242004	-85.383980
6490.914917	-85.332970
6491.587830	-84.929970
6492.260742	-84.992805
6492.933655	-85.564835
6493.606567	-85.927818
6494.279480	-86.574341
6494.952393	-87.324387
6495.625305	-87.637413
6496.298218	-88.337708
6496.971130	-89.312874
6497.644043	-89.953094
6498.316956	-91.866577
6498.989868	-93.321335
6499.662781	-92.349190
6500.335693	-92.212334
6501.008606	-91.779465
6501.681519	-90.102737
6502.354431	-89.565559
6503.027344	-89.142517
6503.700256	-87.625381
6504.373169	-87.144112
6505.046082	-86.806999
6505.718994	-85.915924
6506.391907	-85.748116
6507.064819	-85.819260
6507.737732	-85.464371
6508.410645	-85.547798
6509.083557	-85.757271
6509.756470	-85.723442
6510.429382	-86.327682
6511.102295	-86.497772
6511.775208	-86.442245
6512.448120	-87.543663
6513.121033	-88.044403
6513.793945	-88.124855
6514.466858	-89.211304
6515.139771	-89.585564
6515.812683	-89.935844
6516.485596	-91.291527
6517.158508	-91.391937
6517.831421	-90.853584
6518.504333	-91.772461
6519.177246	-91.963722
6519.850159	-91.592499
6520.523071	-92.562439
6521.195984	-92.612152
6521.868896	-92.575050
6522.541809	-93.519814
6523.214722	-93.144646
6523.887634	-92.785965
6524.560547	-92.136032
6525.233459	-91.288918
6525.906372	-90.422127
6526.579285	-89.278328
6527.252197	-88.689339
6527.925110	-88.107544
6528.598022	-87.552895
6529.270935	-87.034401
6529.943848	-86.387383
6530.616760	-85.877930
6531.289673	-86.315552
6531.962585	-86.433395
6532.635498	-86.364182
6533.308411	-86.791939
6533.981323	-86.699318
6534.654236	-87.012978
6535.327148	-87.522720
6536.000061	-87.209381
6536.672974	-87.696983
6537.345886	-88.082649
6538.018799	-87.251526
6538.691711	-87.506477
6539.364624	-87.660248
6540.037537	-86.488564
6540.710449	-86.453789
6541.383362	-86.894531
6542.056274	-85.752350
6542.729187	-85.643646
6543.402100	-86.298241
6544.075012	-84.966354
6544.747925	-84.872246
6545.420837	-85.222679
6546.093750	-83.892380
6546.766663	-84.034920
6547.439575	-84.629494
6548.112488	-83.837601
6548.785400	-84.231148
6549.458313	-85.149384
6550.131226	-84.535294
6550.804138	-85.342896
6551.477051	-86.063004
6552.149963	-84.822525
6552.822876	-85.274132
6553.495789	-85.656761
6554.168701	-83.947906
6554.841614	-83.621262
6555.514526	-83.470802
6556.187439	-82.159645
6556.860352	-82.101089
6557.533264	-82.044083
6558.206177	-81.289589
6558.879089	-81.656700
6559.552002	-81.754410
6560.224915	-81.290466
6560.897827	-81.903458
6561.570740	-81.677094
6562.243652	-81.169846
6562.916565	-81.705299
6563.589478	-81.419342
6564.262390	-81.166397
6564.935303	-81.582199
6565.608215	-81.060707
6566.281128	-80.691544
6566.954041	-81.130051
6567.626953	-80.565483
6568.299866	-80.556503
6568.972778	-81.516945
6569.645691	-81.213554
6570.318604	-81.481827
6570.991516	-82.617256
6571.664429	-81.643593
6572.337341	-81.843407
6573.010254	-82.857521
6573.683167	-81.424065
6574.356079	-81.177711
6575.028992	-81.897728
6575.701904	-80.134308
6576.374817	-79.651848
6577.047729	-80.311409
6577.720642	-78.996597
6578.393555	-78.811485
6579.066467	-79.457520
6579.739380	-78.257729
6580.412292	-78.219002
6581.085205	-78.894218
6581.758118	-78.023926
6582.431030	-78.500954
6583.103943	-79.666718
6583.776855	-78.860909
6584.449768	-79.524895
6585.122681	-80.661781
6585.795593	-79.766396
6586.468506	-80.715317
6587.141418	-82.185585
6587.814331	-81.294914
6588.487244	-82.503517
6589.160156	-83.675797
6589.833069	-82.410904
6590.505981	-83.102051
6591.178894	-84.160416
6591.851807	-83.180901
6592.524719	-83.965370
6593.197632	-85.364296
6593.870544	-84.564011
6594.543457	-85.198120
6595.216370	-86.424873
6595.889282	-85.629967
6596.562195	-85.933090
6597.235107	-87.064476
6597.908020	-85.948120
6598.580933	-86.425400
6599.253845	-87.959923
6599.926758	-87.037834
6600.599670	-87.569649
6601.272583	-89.119614
6601.945496	-88.109329
6602.618408	-88.231506
6603.291321	-90.210938
6603.964233	-88.608620
6604.637146	-87.646027
6605.310059	-87.769844
6605.982971	-85.993996
6606.655884	-85.066238
6607.328796	-85.375778
6608.001709	-84.622841
6608.674622	-84.408867
6609.347534	-85.202583
6610.020447	-84.629730
6610.693359	-84.515671
6611.366272	-85.441231
6612.039185	-84.913094
6612.712097	-85.284866
6613.385010	-86.334030
6614.057922	-85.783081
6614.730835	-86.299629
6615.403748	-86.389534
6616.076660	-85.947754
6616.749573	-86.670456
6617.422485	-86.620605
6618.095398	-85.934509
6618.768311	-86.684296
6619.441223	-86.941017
6620.114136	-87.294090
6620.787048	-88.370102
6621.459961	-88.059006
6622.132874	-88.262383
6622.805786	-89.503967
6623.478699	-88.002533
6624.151611	-87.978592
6624.824524	-88.996941
6625.497437	-86.896378
6626.170349	-87.190277
6626.843262	-87.749245
6627.516174	-85.633041
6628.189087	-86.710663
6628.862000	-86.951393
6629.534912	-84.910332
6630.207825	-85.968216
6630.880737	-85.538658
6631.553650	-84.209702
6632.226563	-85.524521
6632.899475	-84.843018
6633.572388	-83.778839
6634.245300	-84.841377
6634.918213	-84.106613
6635.591125	-82.931343
6636.264038	-83.837067
6636.936951	-83.034904
6637.609863	-82.275085
6638.282776	-83.921509
6638.955688	-83.616951
6639.628601	-82.521530
6640.301514	-84.065742
6640.974426	-83.018578
6641.647339	-81.206902
6642.320251	-82.030060
6642.993164	-80.990852
6643.666077	-79.228722
6644.338989	-79.665756
6645.011902	-78.920914
6645.684814	-77.606003
6646.357727	-78.138603
6647.030640	-77.685120
6647.703552	-76.944466
6648.376465	-77.908058
6649.049377	-77.798645
6649.722290	-77.550926
6650.395203	-78.990326
6651.068115	-79.149910
6651.741028	-79.193520
6652.413940	-80.887680
6653.086853	-80.804886
6653.759766	-80.929474
6654.432678	-82.486366
6655.105591	-82.201530
6655.778503	-82.281685
6656.451416	-83.039558
6657.124329	-82.555984
6657.797241	-82.382416
6658.470154	-82.825943
6659.143066	-82.411537
6659.815979	-82.760117
6660.488892	-83.213142
6661.161804	-82.809761
6661.834717	-83.323463
6662.507629	-83.920471
6663.180542	-83.227684
6663.853455	-83.755424
6664.526367	-84.629486
6665.199280	-83.452675
6665.872192	-83.461266
6666.545105	-83.942032
6667.218018	-82.282700
6667.890930	-82.119667
6668.563843	-82.705879
6669.236755	-81.550362
6669.909668	-81.672943
6670.582581	-82.527206
6671.255493	-81.769035
6671.928406	-82.086006
6672.601318	-83.750954
6673.274231	-83.504517
6673.947144	-83.578529
6674.620056	-86.314285
6675.292969	-85.690117
6675.965881	-84.463181
6676.638794	-87.434952
6677.311707	-86.852425
6677.984619	-84.639305
6678.657532	-87.322746
6679.330444	-86.547775
6680.003357	-84.225037
6680.676270	-86.594383
6681.349182	-86.062408
6682.022095	-83.894989
6682.695007	-85.865410
6683.367920	-85.343628
6684.040833	-83.454590
6684.713745	-85.084602
6685.386658	-84.681206
6686.059570	-82.992790
6686.732483	-84.655273
6687.405396	-84.641281
6688.078308	-82.926712
6688.751221	-84.741928
6689.424133	-85.246231
6690.097046	-83.634628
6690.769958	-85.871338
6691.442871	-87.414200
6692.115784	-85.147125
6692.788696	-86.881706
6693.461609	-88.134293
6694.134521	-85.291115
6694.807434	-86.240791
6695.480347	-87.743858
6696.153259	-85.241119
6696.826172	-86.258949
6697.499084	-88.143486
6698.171997	-85.598007
6698.844910	-86.291763
6699.517822	-88.069771
6700.190735	-85.966751
6700.863647	-87.218040
6701.536560	-89.574890
6702.209473	-86.969933
6702.882385	-87.961693
6703.555298	-90.797096
6704.228210	-88.003120
6704.901123	-88.280281
6705.574036	-91.149513
6706.246948	-88.828590
6706.919861	-89.052368
6707.592773	-94.013176
6708.265686	-91.745705
6708.938599	-91.031036
6709.611511	-96.371315
6710.284424	-94.938545
6710.957336	-92.221390
6711.630249	-94.275040
6712.303162	-95.083168
6712.976074	-90.028839
6713.648987	-88.502708
6714.321899	-88.810875
6714.994812	-86.394630
6715.667725	-85.658073
6716.340637	-86.629364
6717.013550	-85.378731
6717.686462	-84.867249
6718.359375	-85.234489
6719.032288	-84.438187
6719.705200	-84.100777
6720.378113	-83.531097
6721.051025	-83.499374
6721.723938	-83.989403
6722.396851	-83.101898
6723.069763	-83.480499
6723.742676	-84.058762
6724.415588	-82.435623
6725.088501	-82.734901
6725.761414	-83.757484
6726.434326	-82.332794
6727.107239	-83.364487
6727.780151	-86.330757
6728.453064	-84.784630
6729.125977	-85.988182
6729.798889	-90.985863
6730.471802	-86.077774
6731.144714	-85.173004
6731.817627	-88.063156
6732.490540	-85.049057
6733.163452	-84.065804
6733.836365	-85.880669
6734.509277	-82.632317
6735.182190	-81.169189
6735.855103	-81.564491
6736.528015	-80.329056
6737.200928	-80.367340
6737.873840	-81.744293
6738.546753	-81.414719
6739.219666	-81.905220
6739.892578	-82.908195
6740.565491	-81.210922
6741.238403	-81.342400
6741.911316	-82.386414
6742.584229	-81.412041
6743.257141	-82.420830
6743.930054	-83.536873
6744.602966	-82.425735
6745.275879	-83.019699
6745.948792	-83.389458
6746.621704	-82.516541
6747.294617	-82.707382
6747.967529	-83.035866
6748.640442	-83.049469
6749.313354	-82.857521
6749.986267	-84.021187
6750.659180	-84.443649
6751.332092	-83.698685
6752.005005	-84.188728
6752.677917	-82.606758
6753.350830	-81.850250
6754.023743	-82.174690
6754.696655	-81.884399
6755.369568	-83.619240
6756.042480	-84.525711
6756.715393	-85.382843
6757.388306	-87.297791
6758.061218	-84.220764
6758.734131	-84.060402
6759.407043	-84.264046
6760.079956	-83.356445
6760.752869	-85.870232
6761.425781	-87.084061
6762.098694	-86.207100
6762.771606	-88.572647
6763.444519	-85.701797
6764.117432	-82.934517
6764.790344	-83.523010
6765.463257	-82.553291
6766.136169	-81.267982
6766.809082	-82.993637
6767.481995	-82.181992
6768.154907	-80.494164
6768.827820	-81.885452
6769.500732	-80.854988
6770.173645	-79.698502
6770.846558	-81.596252
6771.519470	-81.461990
6772.192383	-80.541809
6772.865295	-82.694069
6773.538208	-82.370407
6774.211121	-81.233780
6774.884033	-83.886154
6775.556946	-83.818329
6776.229858	-81.760323
6776.902771	-83.744400
6777.575684	-82.673035
6778.248596	-80.865410
6778.921509	-82.957115
6779.594421	-82.298981
6780.267334	-81.375481
6780.940247	-84.599831
6781.613159	-82.508614
6782.286072	-81.363258
6782.958984	-84.482079
6783.631897	-82.279221
6784.304810	-81.673172
6784.977722	-85.960205
6785.650635	-83.547401
6786.323547	-82.567886
6786.996460	-87.187828
6787.669373	-83.868523
6788.342285	-81.796234
6789.015198	-84.898529
6789.688110	-82.795212
6790.361023	-81.230766
6791.033936	-85.037964
6791.706848	-83.003693
6792.379761	-80.388824
6793.052673	-82.157043
6793.725586	-80.062622
6794.398499	-78.654785
6795.071411	-81.160942
6795.744324	-79.783829
6796.417236	-79.181091
6797.090149	-81.140022
6797.763062	-78.143875
6798.435974	-77.683716
6799.108887	-78.467644
6799.781799	-76.563744
6800.454712	-77.599670
6801.127625	-78.581039
6801.800537	-76.911934
6802.473450	-78.262054
6803.146362	-78.187469
6803.819275	-76.585068
6804.492188	-78.106529
6805.165100	-78.188667
6805.838013	-77.560028
6806.510925	-79.792343
6807.183838	-79.754448
6807.856750	-78.993462
6808.529663	-80.667984
6809.202576	-79.856491
6809.875488	-79.234947
6810.548401	-80.291397
6811.221313	-79.582130
6811.894226	-79.753738
6812.567139	-80.429222
6813.240051	-79.881630
6813.912964	-80.533226
6814.585876	-80.706856
6815.258789	-80.270485
6815.931702	-81.142921
6816.604614	-81.223610
6817.277527	-80.756302
6817.950439	-82.307495
6818.623352	-83.364624
6819.296265	-81.821426
6819.969177	-83.148895
6820.642090	-83.848206
6821.315002	-80.673882
6821.987915	-81.867088
6822.660828	-82.831673
6823.333740	-80.308899
6824.006653	-82.611481
6824.679565	-82.712914
6825.352478	-80.154671
6826.025391	-81.516655
6826.698303	-80.450211
6827.371216	-79.832169
6828.044128	-80.833733
6828.717041	-80.224068
6829.389954	-80.752670
6830.062866	-79.570648
6830.735779	-79.315353
6831.408691	-79.660912
6832.081604	-78.005997
6832.754517	-79.442841
6833.427429	-79.978859
6834.100342	-79.108894
6834.773254	-81.977509
6835.446167	-80.812752
6836.119080	-80.398621
6836.791992	-82.785896
6837.464905	-81.400421
6838.137817	-83.166458
6838.810730	-85.878212
6839.483643	-82.711197
6840.156555	-83.750923
6840.829468	-83.802925
6841.502380	-81.474319
6842.175293	-83.033188
6842.848206	-83.343246
6843.521118	-81.247292
6844.194031	-82.453812
6844.866943	-82.422302
6845.539856	-81.163048
6846.212769	-83.332611
6846.885681	-84.180489
6847.558594	-83.265305
6848.231506	-85.535927
6848.904419	-85.282982
6849.577332	-84.379326
6850.250244	-86.682533
6850.923157	-87.562645
6851.596069	-87.044708
6852.268982	-87.494576
6852.941895	-86.221329
6853.614807	-85.013344
6854.287720	-84.789795
6854.960632	-85.448784
6855.633545	-86.714592
6856.306458	-86.120811
6856.979370	-86.345718
6857.652283	-87.037292
6858.325195	-85.276848
6858.998108	-86.761505
6859.671021	-90.319870
6860.343933	-87.319626
6861.016846	-88.808266
6861.689758	-91.078613
6862.362671	-85.334442
6863.035583	-86.300476
6863.708496	-89.232841
6864.381409	-84.181343
6865.054321	-85.317780
6865.727234	-86.867195
6866.400146	-82.222862
6867.073059	-83.713715
6867.745972	-85.338356
6868.418884	-81.848785
6869.091797	-83.901764
6869.764709	-85.148499
6870.437622	-81.823067
6871.110535	-84.033684
6871.783447	-84.544579
6872.456360	-81.976135
6873.129272	-84.700485
6873.802185	-84.718842
6874.475098	-82.879349
6875.148010	-85.572159
6875.820923	-84.421898
6876.493835	-83.684448
6877.166748	-85.869423
6877.839661	-83.598755
6878.512573	-83.852547
6879.185486	-84.627838
6879.858398	-81.955124
6880.531311	-82.544266
6881.204224	-82.146782
6881.877136	-80.319870
6882.550049	-81.475182
6883.222961	-81.236954
6883.895874	-80.105598
6884.568787	-81.563469
6885.241699	-81.390984
6885.914612	-80.070824
6886.587524	-81.600960
6887.260437	-81.971039
6887.933350	-81.013260
6888.606262	-83.497353
6889.279175	-83.896996
6889.952087	-83.030838
6890.625000	-85.634346
6891.297913	-85.584587
6891.970825	-84.873177
6892.643738	-86.120148
6893.316650	-87.336784
6893.989563	-86.882416
6894.662476	-86.576218
6895.335388	-90.685585
6896.008301	-86.784813
6896.681213	-85.330124
6897.354126	-88.170067
6898.027039	-84.300652
6898.699951	-85.280014
6899.372864	-88.075371
6900.045776	-84.984314
6900.718689	-88.675461
6901.391602	-87.243988
6902.064514	-85.438934
6902.737427	-88.730301
6903.410339	-84.913879
6904.083252	-86.901306
6904.756165	-87.764465
6905.429077	-83.920258
6906.101990	-87.371964
6906.774902	-83.763222
6907.447815	-82.231903
6908.120728	-85.330482
6908.793640	-82.114510
6909.466553	-83.459496
6910.139465	-85.769615
6910.812378	-83.316742
6911.485291	-86.236778
6912.158203	-86.104416
6912.831116	-85.407433
6913.504028	-88.112572
6914.176941	-87.333618
6914.849854	-87.975998
6915.522766	-88.261330
6916.195679	-89.586029
6916.868591	-90.009773
6917.541504	-89.586205
6918.214417	-92.407608
6918.887329	-90.832901
6919.560242	-91.812111
6920.233154	-92.891098
6920.906067	-93.356422
6921.578979	-93.966225
6922.251892	-93.210831
6922.924805	-90.972343
6923.597717	-91.842697
6924.270630	-90.580055
6924.943542	-88.803619
6925.616455	-90.758751
6926.289368	-87.732231
6926.962280	-85.954315
6927.635193	-86.435005
6928.308105	-84.731857
6928.981018	-84.660477
6929.653931	-86.343369
6930.326843	-85.495689
6930.999756	-86.396622
6931.672668	-88.199326
6932.345581	-86.442490
6933.018494	-87.189560
6933.691406	-88.610550
6934.364319	-88.341194
6935.037231	-90.643356
6935.710144	-93.503288
6936.383057	-94.887108
6937.055969	-93.549553
6937.728882	-93.841156
6938.401794	-92.834366
6939.074707	-88.958710
6939.747620	-89.666786
6940.420532	-88.642761
6941.093445	-86.416588
6941.766357	-89.751511
6942.439270	-87.804482
6943.112183	-86.359512
6943.785095	-90.417862
6944.458008	-86.185036
6945.130920	-85.554649
6945.803833	-89.306625
6946.476746	-86.436058
6947.149658	-87.287910
6947.822571	-93.747353
6948.495483	-89.090683
6949.168396	-87.767014
6949.841309	-91.001167
6950.514221	-87.863991
6951.187134	-86.867493
6951.860046	-91.172951
6952.532959	-89.380150
6953.205872	-87.238884
6953.878784	-90.008270
6954.551697	-86.799965
6955.224609	-84.977272
6955.897522	-88.225883
6956.570435	-86.052353
6957.243347	-87.582672
6957.916260	-92.257668
6958.589172	-85.720406
6959.262085	-85.704376
6959.934998	-85.229187
6960.607910	-82.993271
6961.280823	-84.757233
6961.953735	-85.264816
6962.626648	-84.938179
6963.299561	-89.541046
6963.972473	-88.455849
6964.645386	-86.252525
6965.318298	-89.057549
6965.991211	-86.942551
6966.664124	-85.843208
6967.337036	-91.161003
6968.009949	-89.314293
6968.682861	-88.017296
6969.355774	-89.686630
6970.028687	-85.142212
6970.701599	-84.743080
6971.374512	-84.153732
6972.047424	-83.691185
6972.720337	-84.836723
6973.393250	-82.976913
6974.066162	-85.436623
6974.739075	-83.179825
6975.411987	-81.867012
6976.084900	-84.648994
6976.757813	-80.748680
6977.430725	-82.518440
6978.103638	-83.586113
6978.776550	-81.213844
6979.449463	-86.574120
6980.122375	-83.903809
6980.795288	-83.034325
6981.468201	-88.516563
6982.141113	-84.320625
6982.814026	-84.888664
6983.486938	-88.662758
6984.159851	-85.528114
6984.832764	-88.006821
6985.505676	-91.436409
6986.178589	-89.822891
6986.851501	-90.430344
6987.524414	-89.842827
6988.197327	-89.925285
6988.870239	-88.696533
6989.543152	-89.856750
6990.216064	-92.709648
6990.888977	-89.217499
6991.561890	-90.481102
6992.234802	-90.527260
6992.907715	-87.428802
6993.580627	-88.365135
6994.253540	-88.874893
6994.926453	-87.987091
6995.599365	-88.514587
6996.272278	-91.016426
6996.945190	-89.332062
6997.618103	-91.364014
6998.291016	-94.020935
6998.963928	-90.863022
6999.636841	-91.940781
7000.309753	-91.404335
7000.982666	-91.798744
7001.655579	-88.843613
7002.328491	-89.694061
7003.001404	-87.549561
7003.674316	-86.334183
7004.347229	-88.587021
7005.020142	-86.547920
7005.693054	-90.219788
7006.365967	-92.036583
7007.038879	-88.755463
7007.711792	-92.093102
7008.384705	-89.511513
7009.057617	-88.744263
7009.730530	-92.123932
7010.403442	-90.381859
7011.076355	-89.861496
7011.749268	-91.110001
7012.422180	-90.087021
7013.095093	-88.623878
7013.768005	-91.233124
7014.440918	-89.718536
7015.113831	-88.408943
7015.786743	-91.726891
7016.459656	-89.718819
7017.132568	-92.462921
7017.805481	-97.138275
7018.478394	-95.425568
7019.151306	-99.536728
7019.824219	-91.929474
7020.497131	-91.719360
7021.170044	-91.519333
7021.842957	-89.739159
7022.515869	-92.341560
7023.188782	-90.880630
7023.861694	-88.263039
7024.534607	-89.470863
7025.207520	-88.047035
7025.880432	-87.183823
7026.553345	-90.520584
7027.226257	-88.745430
7027.899170	-88.355377
7028.572083	-90.614708
7029.244995	-87.135773
7029.917908	-86.935989
7030.590820	-88.327988
7031.263733	-86.232880
7031.936646	-88.964066
7032.609558	-90.418159
7033.282471	-88.256142
7033.955383	-90.242432
7034.628296	-88.063576
7035.301208	-87.359619
7035.974121	-87.865829
7036.647034	-88.698112
7037.319946	-90.130440
7037.992859	-89.905281
7038.665771	-91.770180
7039.338684	-88.318314
7040.011597	-87.636642
7040.684509	-89.253181
7041.357422	-88.656479
7042.030334	-90.694839
7042.703247	-93.471672
7043.376160	-92.100899
7044.049072	-91.106796
7044.721985	-91.539291
7045.394897	-92.431976
7046.067810	-92.048965
7046.740723	-93.104332
7047.413635	-93.754715
7048.086548	-92.223183
7048.759460	-92.011856
7049.432373	-93.837471
7050.105286	-96.221619
7050.778198	-92.309875
7051.451111	-91.894844
7052.124023	-93.087700
7052.796936	-87.007637
7053.469849	-87.720802
7054.142761	-88.459412
7054.815674	-84.951408
7055.488586	-88.484756
7056.161499	-87.323662
7056.834412	-84.378555
7057.507324	-88.051842
7058.180237	-85.065384
7058.853149	-84.580261
7059.526062	-89.239426
7060.198975	-85.441978
7060.871887	-87.598053
7061.544800	-90.270660
7062.217712	-86.058655
7062.890625	-89.292297
7063.563538	-88.031960
7064.236450	-86.944077
7064.909363	-90.909523
7065.582275	-88.053078
7066.255188	-88.863510
7066.928101	-89.747093
7067.601013	-87.710045
7068.273926	-88.125458
7068.946838	-87.129356
7069.619751	-86.942848
7070.292664	-88.269379
7070.965576	-87.932739
7071.638489	-88.708221
7072.311401	-88.912209
7072.984314	-87.569817
7073.657227	-89.340469
7074.330139	-87.381241
7075.003052	-87.079407
7075.675964	-88.533081
7076.348877	-85.575768
7077.021790	-88.272530
7077.694702	-86.550285
7078.367615	-84.738297
7079.040527	-88.465141
7079.713440	-84.119919
7080.386353	-84.542854
7081.059265	-87.526985
7081.732178	-82.665962
7082.405090	-84.990944
7083.078003	-85.711060
7083.750916	-82.070824
7084.423828	-85.628502
7085.096741	-84.120743
7085.769653	-81.616249
7086.442566	-83.982010
7087.115479	-81.360092
7087.788391	-80.675514
7088.461304	-82.855469
7089.134216	-80.462212
7089.807129	-81.031174
7090.480042	-81.702187
7091.152954	-79.638641
7091.825867	-81.296234
7092.498779	-80.217384
7093.171692	-80.096237
7093.844604	-82.867134
7094.517517	-80.488503
7095.190430	-81.554657
7095.863342	-81.879242
7096.536255	-80.097183
7097.209167	-82.780975
7097.882080	-82.271210
7098.554993	-81.991707
7099.227905	-85.339424
7099.900818	-82.784378
7100.573730	-83.017006
7101.246643	-85.046013
7101.919556	-83.108673
7102.592468	-85.442055
7103.265381	-86.482285
7103.938293	-83.736916
7104.611206	-85.168388
7105.284119	-84.153336
7105.957031	-82.919418
7106.629944	-85.240845
7107.302856	-84.446999
7107.975769	-83.386848
7108.648682	-85.421097
7109.321594	-84.528152
7109.994507	-83.195518
7110.667419	-85.399879
7111.340332	-84.825218
7112.013245	-83.402565
7112.686157	-85.115517
7113.359070	-84.254745
7114.031982	-82.901062
7114.704895	-84.968925
7115.377808	-85.366585
7116.050720	-84.040627
7116.723633	-86.726143
7117.396545	-85.729065
7118.069458	-84.105370
7118.742371	-87.791443
7119.415283	-86.323448
7120.088196	-86.046318
7120.761108	-92.203461
7121.434021	-89.090065
7122.106934	-89.051003
7122.779846	-92.199623
7123.452759	-89.362770
7124.125671	-91.519897
7124.798584	-94.580124
7125.471497	-92.742508
7126.144409	-95.293777
7126.817322	-96.011703
7127.490234	-94.835274
7128.163147	-94.780746
7128.836060	-94.665825
7129.508972	-94.783653
7130.181885	-97.591331
7130.854797	-97.838287
7131.527710	-99.758240
7132.200623	-97.984177
7132.873535	-97.376617
7133.546448	-97.743866
7134.219360	-96.427574
7134.892273	-94.791145
7135.565186	-94.660553
7136.238098	-93.695702
7136.911011	-91.188980
7137.583923	-92.974686
7138.256836	-91.395721
7138.929749	-91.038406
7139.602661	-93.634216
7140.275574	-91.010704
7140.948486	-92.730392
7141.621399	-93.962402
7142.294312	-91.196281
7142.967224	-91.456657
7143.640137	-94.352463
7144.313049	-94.247887
7144.985962	-92.989349
7145.658875	-97.074776
7146.331787	-92.060875
7147.004700	-90.394081
7147.677612	-93.094849
7148.350525	-90.678345
7149.023438	-89.824760
7149.696350	-91.478889
7150.369263	-89.825584
7151.042175	-87.940216
7151.715088	-88.317795
