Frequency (Hz)	Level (dB)
10950.979614	-98.503426
10951.652527	-99.676689
10952.325439	-99.640396
10952.998352	-101.436600
10953.671265	-102.482056
10954.344177	-101.594208
10955.017090	-102.859062
10955.690002	-102.872383
10956.362915	-101.915031
10957.035828	-103.838676
10957.708740	-103.255363
10958.381653	-102.011696
10959.054565	-103.855286
10959.727478	-102.407845
10960.400391	-101.971565
10961.073303	-102.993561
10961.746216	-101.621407
10962.419128	-100.897179
10963.092041	-101.370544
10963.764954	-99.515587
10964.437866	-99.752190
10965.110779	-99.402458
10965.783691	-98.828163
10966.456604	-98.890671
10967.129517	-98.976028
10967.802429	-98.201599
10968.475342	-98.268639
10969.148254	-97.937042
10969.821167	-97.752533
10970.494080	-98.923805
10971.166992	-98.825172
10971.839905	-98.541985
10972.512817	-99.138786
10973.185730	-99.049133
10973.858643	-99.469574
10974.531555	-100.096977
10975.204468	-99.817825
10975.877380	-99.394432
10976.550293	-99.551079
10977.223206	-98.880058
10977.896118	-98.629951
10978.569031	-98.527802
10979.241943	-98.222717
10979.914856	-98.514191
10980.587769	-98.557709
10981.260681	-98.383385
10981.933594	-99.521561
10982.606506	-99.748764
10983.279419	-100.205154
10983.952332	-100.922440
10984.625244	-100.627548
10985.298157	-100.516029
10985.971069	-100.045769
10986.643982	-99.360451
10987.316895	-98.367744
10987.989807	-97.775780
10988.662720	-97.223213
10989.335632	-97.282562
10990.008545	-97.255142
10990.681458	-97.279221
10991.354370	-97.388725
10992.027283	-97.139862
10992.700195	-97.334038
10993.373108	-97.268356
10994.046021	-96.843666
10994.718933	-96.695648
10995.391846	-96.446533
10996.064758	-95.891792
10996.737671	-95.861664
10997.410583	-95.467728
10998.083496	-95.272942
10998.756409	-95.481010
10999.429321	-95.540009
11000.102234	-96.028717
11000.775146	-96.436546
11001.448059	-96.495102
11002.120972	-97.096069
11002.793884	-97.986847
11003.466797	-97.740074
11004.139709	-98.582626
11004.812622	-99.367889
11005.485535	-99.123001
11006.158447	-99.499992
11006.831360	-99.858719
11007.504272	-99.283615
11008.177185	-98.791237
11008.850098	-98.602196
11009.523010	-97.883064
11010.195923	-97.901718
11010.868835	-97.601303
11011.541748	-97.203560
11012.214661	-97.336334
11012.887573	-96.980553
11013.560486	-96.947548
11014.233398	-97.569389
11014.906311	-97.686714
11015.579224	-97.995140
11016.252136	-98.203453
11016.925049	-98.306793
11017.597961	-98.395020
11018.270874	-98.984505
11018.943787	-99.041718
11019.616699	-99.413353
11020.289612	-99.946205
11020.962524	-100.195160
11021.635437	-100.307808
11022.308350	-100.322548
11022.981262	-100.108215
11023.654175	-100.004005
11024.327087	-99.485863
11025.000000	-98.554276
11025.672913	-98.765846
11026.345825	-98.381058
11027.018738	-98.234619
11027.691650	-97.800728
11028.364563	-96.801506
11029.037476	-96.622742
11029.710388	-97.311974
11030.383301	-97.095604
11031.056213	-97.037224
11031.729126	-96.634651
11032.402039	-96.551804
11033.074951	-96.880074
11033.747864	-97.101273
11034.420776	-97.190887
11035.093689	-97.537491
11035.766602	-98.150162
11036.439514	-98.369690
11037.112427	-98.904747
11037.785339	-98.733925
11038.458252	-98.583809
11039.131165	-98.869072
11039.804077	-98.629677
11040.476990	-98.080711
11041.149902	-98.346992
11041.822815	-98.756493
11042.495728	-98.182739
11043.168640	-98.360542
11043.841553	-98.383934
11044.514465	-98.217163
11045.187378	-97.933884
11045.860291	-98.415138
11046.533203	-99.013878
11047.206116	-98.904510
11047.879028	-99.956902
11048.551941	-100.177864
11049.224854	-100.072975
11049.897766	-99.845802
11050.570679	-100.042007
11051.243591	-99.641006
11051.916504	-100.008339
11052.589417	-100.005699
11053.262329	-99.338837
11053.935242	-99.355934
11054.608154	-99.884239
11055.281067	-99.396561
11055.953979	-99.404282
11056.626892	-99.893456
11057.299805	-99.689621
11057.972717	-99.782181
11058.645630	-100.037834
11059.318542	-99.404816
11059.991455	-99.620567
11060.664368	-99.401360
11061.337280	-98.781517
11062.010193	-99.497360
11062.683105	-99.499657
11063.356018	-98.796730
11064.028931	-99.289261
11064.701843	-99.056168
11065.374756	-98.122314
11066.047668	-98.679237
11066.720581	-98.125267
11067.393494	-97.704201
11068.066406	-97.983276
11068.739319	-97.255249
11069.412231	-97.340950
11070.085144	-97.721657
11070.758057	-97.033424
11071.430969	-97.093185
11072.103882	-97.573135
11072.776794	-97.587288
11073.449707	-97.638573
11074.122620	-97.690659
11074.795532	-97.886490
11075.468445	-98.015251
11076.141357	-97.541313
11076.814270	-97.795479
11077.487183	-97.784431
11078.160095	-97.332794
11078.833008	-97.175209
11079.505920	-96.769203
11080.178833	-96.205536
11080.851746	-95.845718
11081.524658	-95.419960
11082.197571	-95.130150
11082.870483	-95.202644
11083.543396	-95.294029
11084.216309	-95.716537
11084.889221	-96.283669
11085.562134	-96.684921
11086.235046	-97.319389
11086.907959	-97.735222
11087.580872	-97.779045
11088.253784	-98.991524
11088.926697	-98.994125
11089.599609	-99.174545
11090.272522	-100.625389
11090.945435	-99.919075
11091.618347	-99.855347
11092.291260	-100.229103
11092.964172	-99.244598
11093.637085	-99.371399
11094.309998	-100.124489
11094.982910	-99.783310
11095.655823	-100.075539
11096.328735	-100.364120
11097.001648	-100.550781
11097.674561	-100.403610
11098.347473	-101.064491
11099.020386	-100.334862
11099.693298	-99.185852
11100.366211	-100.449043
11101.039124	-99.978813
11101.712036	-99.634697
11102.384949	-101.216827
11103.057861	-99.543068
11103.730774	-99.289780
11104.403687	-101.531013
11105.076599	-100.001106
11105.749512	-100.918312
11106.422424	-102.706070
11107.095337	-100.656227
11107.768250	-101.415932
11108.441162	-101.672089
11109.114075	-99.744637
11109.786987	-99.905861
11110.459900	-100.933441
11111.132813	-98.836220
11111.805725	-98.394501
11112.478638	-98.290077
11113.151550	-96.817184
11113.824463	-97.218018
11114.497375	-97.711014
11115.170288	-96.761246
11115.843201	-97.569557
11116.516113	-97.669029
11117.189026	-97.013680
11117.861938	-98.611595
11118.534851	-98.113380
11119.207764	-98.233673
11119.880676	-100.955544
11120.553589	-99.711349
11121.226501	-99.769386
11121.899414	-102.013771
11122.572327	-99.557755
11123.245239	-100.538559
11123.918152	-102.212212
11124.591064	-99.330696
11125.263977	-101.309624
11125.936890	-101.636627
11126.609802	-98.839561
11127.282715	-101.326363
11127.955627	-101.220398
11128.628540	-99.555763
11129.301453	-103.608635
11129.974365	-101.820099
11130.647278	-100.744209
11131.320190	-105.068352
11131.993103	-101.704994
11132.666016	-101.126495
11133.338928	-105.724747
11134.011841	-101.089828
11134.684753	-101.522949
11135.357666	-103.702164
11136.030579	-100.462593
11136.703491	-101.951584
11137.376404	-102.494080
11138.049316	-100.960976
11138.722229	-102.985023
11139.395142	-102.072510
11140.068054	-101.808937
11140.740967	-104.061989
11141.413879	-103.394196
11142.086792	-102.495674
11142.759705	-102.560959
11143.432617	-101.828453
11144.105530	-100.296883
11144.778442	-99.717865
11145.451355	-99.507103
11146.124268	-98.893028
11146.797180	-99.332596
11147.470093	-98.534691
11148.143005	-98.267487
11148.815918	-99.054512
11149.488831	-98.378395
11150.161743	-98.546387
11150.834656	-98.735016
11151.507568	-98.673668
11152.180481	-100.333229
11152.853394	-100.553925
11153.526306	-100.276688
11154.199219	-102.045105
11154.872131	-100.918747
11155.545044	-100.273979
11156.217957	-102.047180
11156.890869	-99.564339
11157.563782	-99.300179
11158.236694	-100.243217
11158.909607	-97.885368
11159.582520	-98.366531
11160.255432	-98.450523
11160.928345	-96.044113
11161.601257	-96.887650
11162.274170	-96.361191
11162.947083	-94.869324
11163.619995	-96.155556
11164.292908	-95.191391
11164.965820	-94.700005
11165.638733	-96.175751
11166.311646	-94.995293
11166.984558	-95.507988
11167.657471	-96.880615
11168.330383	-94.974907
11169.003296	-96.236824
11169.676208	-96.890091
11170.349121	-95.285370
11171.022034	-97.194046
11171.694946	-96.653603
11172.367859	-95.225143
11173.040771	-97.823250
11173.713684	-95.954559
11174.386597	-95.174919
11175.059509	-97.915306
11175.732422	-95.382370
11176.405334	-95.674583
11177.078247	-98.457489
11177.751160	-95.366989
11178.424072	-96.290939
11179.096985	-97.843719
11179.769897	-94.708183
11180.442810	-96.508865
11181.115723	-96.490059
11181.788635	-94.312950
11182.461548	-96.585274
11183.134460	-95.357758
11183.807373	-94.139977
11184.480286	-96.086945
11185.153198	-93.943245
11185.826111	-93.936241
11186.499023	-95.316322
11187.171936	-93.306503
11187.844849	-94.163696
11188.517761	-94.441307
11189.190674	-93.059929
11189.863586	-94.819275
11190.536499	-94.366180
11191.209412	-93.608841
11191.882324	-95.867630
11192.555237	-94.553627
11193.228149	-94.563736
11193.901062	-96.471336
11194.573975	-94.162941
11195.246887	-94.682732
11195.919800	-95.770294
11196.592712	-93.637772
11197.265625	-94.399712
11197.938538	-94.321213
11198.611450	-92.558853
11199.284363	-93.454567
11199.957275	-92.680336
11200.630188	-91.739532
11201.303101	-92.505074
11201.976013	-91.586990
11202.648926	-91.456879
11203.321838	-92.323059
11203.994751	-91.492645
11204.667664	-91.946350
11205.340576	-92.297997
11206.013489	-91.948624
11206.686401	-92.816879
11207.359314	-93.120544
11208.032227	-93.238884
11208.705139	-94.476685
11209.378052	-94.379036
11210.050964	-95.038048
11210.723877	-95.630424
11211.396790	-95.317047
11212.069702	-95.692932
11212.742615	-95.842949
11213.415527	-95.477798
11214.088440	-96.135910
11214.761353	-95.735405
11215.434265	-95.916809
11216.107178	-96.570335
11216.780090	-96.620453
11217.453003	-97.857780
11218.125916	-98.257736
11218.798828	-98.438118
11219.471741	-100.228340
11220.144653	-100.792503
11220.817566	-101.873955
11221.490479	-105.957291
11222.163391	-105.005608
11222.836304	-106.340042
11223.509216	-112.448242
11224.182129	-107.782982
11224.855042	-107.794830
11225.527954	-109.862625
11226.200867	-108.251511
11226.873779	-106.477943
11227.546692	-105.861816
11228.219604	-106.029549
11228.892517	-103.199547
11229.565430	-104.033401
11230.238342	-103.589622
11230.911255	-100.775063
11231.584167	-103.597107
11232.257080	-100.666557
11232.929993	-99.683357
11233.602905	-103.531281
11234.275818	-100.565163
11234.948730	-100.158836
11235.621643	-104.094536
11236.294556	-99.911888
11236.967468	-101.048889
11237.640381	-103.602989
11238.313293	-99.740669
11238.986206	-100.917320
11239.659119	-101.557831
11240.332031	-99.389610
11241.004944	-100.534271
11241.677856	-101.150925
11242.350769	-99.522034
11243.023682	-100.560127
11243.696594	-102.676758
11244.369507	-99.774208
11245.042419	-100.148964
11245.715332	-103.294678
11246.388245	-99.119446
11247.061157	-99.607491
11247.734070	-101.595276
11248.406982	-96.787628
11249.079895	-98.041527
11249.752808	-98.461823
11250.425720	-94.872955
11251.098633	-96.781441
11251.771545	-95.862999
11252.444458	-93.583015
11253.117371	-95.783440
11253.790283	-93.907684
11254.463196	-92.981674
11255.136108	-95.501747
11255.809021	-93.259132
11256.481934	-93.250717
11257.154846	-95.334503
11257.827759	-93.271324
11258.500671	-94.016891
11259.173584	-95.960457
11259.846497	-94.012100
11260.519409	-95.628174
11261.192322	-96.607414
11261.865234	-95.172539
11262.538147	-97.206161
11263.211060	-97.441505
11263.883972	-96.099060
11264.556885	-97.878616
11265.229797	-97.676064
11265.902710	-96.419853
11266.575623	-97.910797
11267.248535	-96.725128
11267.921448	-95.878937
11268.594360	-96.606606
11269.267273	-95.540222
11269.940186	-95.248878
11270.613098	-95.665909
11271.286011	-94.955467
11271.958923	-94.793121
11272.631836	-94.739738
11273.304749	-94.554726
11273.977661	-95.071419
11274.650574	-94.801476
11275.323486	-95.400703
11275.996399	-96.387634
11276.669312	-96.696350
11277.342224	-97.746445
11278.015137	-99.229950
11278.688049	-100.984169
11279.360962	-103.315193
11280.033875	-103.561073
11280.706787	-105.284309
11281.379700	-106.805862
11282.052612	-102.621017
11282.725525	-101.504463
11283.398438	-101.881523
11284.071350	-98.304245
11284.744263	-97.928360
11285.417175	-98.753410
11286.090088	-96.197952
11286.763000	-96.945122
11287.435913	-97.046173
11288.108826	-95.323334
11288.781738	-96.932182
11289.454651	-96.669945
11290.127563	-95.192825
11290.800476	-97.890755
11291.473389	-96.672432
11292.146301	-95.578629
11292.819214	-98.793221
11293.492126	-96.402107
11294.165039	-95.902519
11294.837952	-99.333496
11295.510864	-95.905403
11296.183777	-96.351151
11296.856689	-98.943886
11297.529602	-95.385422
11298.202515	-97.102661
11298.875427	-98.706642
11299.548340	-95.424667
11300.221252	-97.995003
11300.894165	-98.676559
11301.567078	-95.619537
11302.239990	-98.871742
11302.912903	-98.244629
11303.585815	-96.226883
11304.258728	-100.700905
11304.931641	-98.114082
11305.604553	-96.943726
11306.277466	-102.344055
11306.950378	-98.528557
11307.623291	-98.625862
11308.296204	-104.320702
11308.969116	-99.375626
11309.642029	-100.032158
11310.314941	-105.817238
11310.987854	-99.752373
11311.660767	-100.676262
11312.333679	-104.599060
11313.006592	-98.538200
11313.679504	-99.533440
11314.352417	-100.936684
11315.025330	-96.726166
11315.698242	-98.940163
11316.371155	-98.216194
11317.044067	-95.545769
11317.716980	-98.218590
11318.389893	-96.675995
11319.062805	-95.893333
11319.735718	-98.347031
11320.408630	-95.711472
11321.081543	-96.495682
11321.754456	-97.918083
11322.427368	-95.749863
11323.100281	-98.073898
11323.773193	-97.422409
11324.446106	-96.195862
11325.119019	-98.746078
11325.791931	-97.071930
11326.464844	-97.508186
11327.137756	-99.104027
11327.810669	-96.889030
11328.483582	-98.396873
11329.156494	-98.625366
11329.829407	-97.360054
11330.502319	-99.363777
11331.175232	-98.220184
11331.848145	-97.901276
11332.521057	-99.634041
11333.193970	-97.834488
11333.866882	-98.635826
11334.539795	-98.996918
11335.212708	-97.810516
11335.885620	-99.456100
11336.558533	-99.222404
11337.231445	-98.161545
11337.904358	-99.516258
11338.577271	-98.672379
11339.250183	-98.386765
11339.923096	-99.197014
11340.596008	-98.529289
11341.268921	-98.746162
11341.941833	-98.800591
11342.614746	-98.509041
11343.287659	-99.053276
11343.960571	-98.852455
11344.633484	-99.688332
11345.306396	-99.402832
11345.979309	-98.764107
11346.652222	-99.636551
11347.325134	-99.014603
11347.998047	-99.305893
11348.670959	-101.479874
11349.343872	-100.580956
11350.016785	-100.566902
11350.689697	-102.311584
11351.362610	-101.980972
11352.035522	-103.260475
11352.708435	-104.505516
11353.381348	-102.986740
11354.054260	-105.317474
11354.727173	-106.167625
11355.400085	-104.923889
11356.072998	-105.393311
11356.745911	-104.862968
11357.418823	-104.785423
11358.091736	-103.449181
11358.764648	-103.675552
11359.437561	-103.025352
11360.110474	-101.799881
11360.783386	-103.608948
11361.456299	-101.200256
11362.129211	-100.310120
11362.802124	-102.555191
11363.475037	-100.162537
11364.147949	-100.643501
11364.820862	-103.011902
11365.493774	-100.145241
11366.166687	-101.683884
11366.839600	-103.073067
11367.512512	-99.948593
11368.185425	-102.181976
11368.858337	-101.899857
11369.531250	-99.642685
11370.204163	-102.085197
11370.877075	-100.540138
11371.549988	-98.638123
11372.222900	-100.627609
11372.895813	-99.015236
11373.568726	-97.955559
11374.241638	-99.381363
11374.914551	-97.347847
11375.587463	-96.581009
11376.260376	-97.865356
11376.933289	-96.133858
11377.606201	-96.014656
11378.279114	-97.003723
11378.952026	-95.362106
11379.624939	-95.956345
11380.297852	-96.640831
11380.970764	-95.552299
11381.643677	-96.634422
11382.316589	-97.339287
11382.989502	-95.954216
11383.662415	-97.487663
11384.335327	-97.862297
11385.008240	-96.881203
11385.681152	-98.864838
11386.354065	-98.100540
11387.026978	-97.135406
11387.699890	-98.920746
11388.372803	-97.607834
11389.045715	-97.392090
11389.718628	-98.997444
11390.391541	-97.383125
11391.064453	-97.964302
11391.737366	-98.976105
11392.410278	-96.937462
11393.083191	-98.513100
11393.756104	-99.450523
11394.429016	-97.388206
11395.101929	-99.941864
11395.774841	-99.574409
11396.447754	-98.053177
11397.120667	-101.156464
11397.793579	-99.404846
11398.466492	-97.939232
11399.139404	-99.827972
11399.812317	-97.820358
11400.485229	-97.237816
11401.158142	-97.674553
11401.831055	-95.872780
11402.503967	-95.952202
11403.176880	-95.936440
11403.849792	-94.614624
11404.522705	-94.872543
11405.195618	-94.715736
11405.868530	-94.282127
11406.541443	-94.445038
11407.214355	-93.967949
11407.887268	-94.141289
11408.560181	-94.409653
11409.233093	-94.419563
11409.906006	-95.022507
11410.578918	-95.248192
11411.251831	-95.609726
11411.924744	-96.426346
11412.597656	-96.452354
11413.270569	-97.158813
11413.943481	-97.894707
11414.616394	-98.463760
11415.289307	-99.724167
11415.962219	-99.187424
11416.635132	-99.681641
11417.308044	-101.034569
11417.980957	-100.405502
11418.653870	-101.801216
11419.326782	-102.745316
11419.999695	-101.671219
11420.672607	-104.744583
11421.345520	-105.345108
11422.018433	-104.131454
11422.691345	-108.477058
11423.364258	-106.065308
11424.037170	-104.672546
11424.710083	-108.440582
11425.382996	-104.230675
11426.055908	-102.987488
11426.728821	-103.801201
11427.401733	-101.268860
11428.074646	-100.292107
11428.747559	-101.720436
11429.420471	-99.611290
11430.093384	-98.734245
11430.766296	-100.334557
11431.439209	-98.174934
11432.112122	-98.779030
11432.785034	-99.881462
11433.457947	-97.964874
11434.130859	-99.932007
11434.803772	-99.543495
11435.476685	-98.090416
11436.149597	-101.135750
11436.822510	-99.372177
11437.495422	-98.745903
11438.168335	-101.614174
11438.841248	-98.109337
11439.514160	-97.995552
11440.187073	-99.229095
11440.859985	-96.595566
11441.532898	-97.178345
11442.205811	-97.251785
11442.878723	-95.297485
11443.551636	-96.215614
11444.224548	-95.675423
11444.897461	-95.114349
11445.570374	-96.412247
11446.243286	-95.674881
11446.916199	-96.001373
11447.589111	-97.495476
11448.262024	-96.636070
11448.934937	-98.136986
11449.607849	-99.009972
11450.280762	-97.860886
11450.953674	-100.798462
11451.626587	-100.703484
11452.299500	-100.032806
11452.972412	-104.553757
11453.645325	-101.878799
11454.318237	-102.255196
11454.991150	-105.247414
11455.664063	-102.365517
11456.336975	-103.989090
11457.009888	-103.514877
11457.682800	-102.157898
11458.355713	-103.133003
11459.028625	-101.856911
11459.701538	-101.817261
11460.374451	-102.165710
11461.047363	-100.620636
11461.720276	-101.004097
11462.393188	-101.260811
11463.066101	-101.431107
11463.739014	-102.180351
11464.411926	-101.435905
11465.084839	-102.551132
11465.757751	-102.736687
11466.430664	-101.561584
11467.103577	-102.984619
11467.776489	-102.330574
11468.449402	-102.480804
11469.122314	-104.114883
11469.795227	-102.353477
11470.468140	-104.243233
11471.141052	-105.499924
11471.813965	-103.450851
11472.486877	-105.827118
11473.159790	-104.708679
11473.832703	-104.480995
11474.505615	-108.043686
11475.178528	-106.335388
11475.851440	-105.616043
11476.524353	-109.286346
11477.197266	-107.045029
11477.870178	-107.951714
11478.543091	-111.296219
11479.216003	-108.981720
11479.888916	-109.046700
11480.561829	-109.976349
11481.234741	-108.423058
11481.907654	-109.209343
11482.580566	-108.087662
11483.253479	-107.413200
11483.926392	-107.207001
11484.599304	-107.591507
11485.272217	-106.843842
11485.945129	-106.039146
11486.618042	-105.311455
11487.290955	-105.392952
11487.963867	-105.560501
11488.636780	-103.942993
11489.309692	-104.591690
11489.982605	-105.393448
11490.655518	-104.127541
11491.328430	-104.579292
11492.001343	-104.998169
11492.674255	-103.104980
11493.347168	-105.664345
11494.020081	-105.253418
11494.692993	-103.655159
11495.365906	-106.255966
11496.038818	-103.863129
11496.711731	-103.714043
11497.384644	-106.271873
11498.057556	-102.814583
11498.730469	-103.547768
11499.403381	-104.051910
11500.076294	-101.615341
11500.749207	-103.860680
11501.422119	-103.751930
11502.095032	-102.195381
11502.767944	-103.783272
11503.440857	-102.128128
11504.113770	-101.268242
11504.786682	-103.145935
11505.459595	-102.511986
11506.132507	-102.333214
11506.805420	-103.505028
11507.478333	-101.596909
11508.151245	-101.252037
11508.824158	-102.390175
11509.497070	-100.614693
11510.169983	-101.175781
11510.842896	-102.589508
11511.515808	-100.220406
11512.188721	-101.413170
11512.861633	-101.592247
11513.534546	-99.804153
11514.207458	-100.965027
11514.880371	-101.010185
11515.553284	-100.552216
11516.226196	-101.719238
11516.899109	-101.509171
11517.572021	-101.379288
11518.244934	-102.514221
11518.917847	-102.003944
11519.590759	-101.506302
11520.263672	-101.622368
11520.936584	-101.363480
11521.609497	-101.324348
11522.282410	-102.070282
11522.955322	-102.330238
11523.628235	-101.633240
11524.301147	-102.674240
11524.974060	-102.170013
11525.646973	-101.338799
11526.319885	-102.043579
11526.992798	-101.222435
11527.665710	-100.745422
11528.338623	-100.810753
11529.011536	-99.785660
11529.684448	-100.483467
11530.357361	-100.715561
11531.030273	-100.140587
11531.703186	-100.622726
11532.376099	-100.070084
11533.049011	-99.552467
11533.721924	-100.330154
11534.394836	-100.265213
11535.067749	-99.862267
11535.740662	-100.713760
11536.413574	-100.486702
11537.086487	-100.863487
11537.759399	-101.281052
11538.432312	-101.015747
11539.105225	-101.942383
11539.778137	-103.748230
11540.451050	-104.518845
11541.123962	-107.255180
11541.796875	-109.494110
11542.469788	-109.182640
11543.142700	-109.842575
11543.815613	-108.978271
11544.488525	-108.274139
11545.161438	-107.697586
11545.834351	-105.768875
11546.507263	-103.908707
11547.180176	-103.523544
11547.853088	-104.124588
11548.526001	-103.352318
11549.198914	-102.846558
11549.871826	-103.068504
11550.544739	-102.356110
11551.217651	-102.804268
11551.890564	-103.798317
11552.563477	-103.794373
11553.236389	-104.686066
11553.909302	-105.730835
11554.582214	-106.364319
11555.255127	-107.280991
11555.928040	-107.944305
11556.600952	-107.853874
11557.273865	-108.961037
11557.946777	-108.366478
11558.619690	-107.246582
11559.292603	-107.790398
11559.965515	-107.174026
11560.638428	-106.861191
11561.311340	-106.862152
11561.984253	-105.954666
11562.657166	-105.416649
11563.330078	-105.089500
11564.002991	-103.955498
11564.675903	-103.528282
11565.348816	-103.412659
11566.021729	-102.902885
11566.694641	-102.205032
11567.367554	-102.111366
11568.040466	-102.205200
11568.713379	-102.209679
11569.386292	-102.480835
11570.059204	-101.864616
11570.732117	-101.096001
11571.405029	-101.808083
11572.077942	-102.371635
11572.750854	-102.420937
11573.423767	-102.735809
11574.096680	-103.696350
11574.769592	-104.521858
11575.442505	-104.928658
11576.115417	-105.161690
11576.788330	-106.007690
11577.461243	-109.976547
11578.134155	-110.984299
11578.807068	-109.689507
11579.479980	-112.152435
11580.152893	-112.130196
11580.825806	-111.654678
11581.498718	-112.215416
11582.171631	-110.602028
11582.844543	-109.359932
11583.517456	-108.470444
11584.190369	-105.479736
11584.863281	-104.566925
11585.536194	-104.053314
11586.209106	-102.617256
11586.882019	-102.035995
11587.554932	-101.422981
11588.227844	-100.776505
11588.900757	-100.703484
11589.573669	-99.490067
11590.246582	-99.487579
11590.919495	-99.502342
11591.592407	-99.218018
11592.265320	-99.338326
11592.938232	-99.205116
11593.611145	-99.271843
11594.284058	-99.884399
11594.956970	-100.024338
11595.629883	-100.080719
11596.302795	-100.385742
11596.975708	-100.830742
11597.648621	-101.282074
11598.321533	-101.612198
11598.994446	-101.675980
11599.667358	-101.844864
11600.340271	-102.098572
11601.013184	-102.312576
11601.686096	-102.149544
11602.359009	-101.563408
11603.031921	-101.768745
11603.704834	-102.145653
11604.377747	-102.204926
11605.050659	-102.752975
11605.723572	-102.752930
11606.396484	-103.448395
11607.069397	-104.566933
11607.742310	-106.008835
11608.415222	-107.291641
11609.088135	-109.152962
11609.761047	-110.027641
11610.433960	-111.080009
11611.106873	-112.390770
11611.779785	-110.083511
11612.452698	-109.180801
11613.125610	-107.101410
11613.798523	-105.672531
11614.471436	-105.043388
11615.144348	-104.538284
11615.817261	-104.169693
11616.490173	-103.696434
11617.163086	-103.657524
11617.835999	-102.929413
11618.508911	-102.683167
11619.181824	-103.207779
11619.854736	-104.002922
11620.527649	-104.440750
11621.200562	-104.162262
11621.873474	-105.069679
11622.546387	-106.297424
11623.219299	-105.877907
11623.892212	-106.324364
11624.565125	-106.070053
11625.238037	-105.567497
11625.910950	-105.317825
11626.583862	-105.752289
11627.256775	-104.635101
11627.929688	-105.101112
11628.602600	-104.378372
11629.275513	-103.440964
11629.948425	-103.760361
11630.621338	-103.207001
11631.294250	-102.472771
11631.967163	-102.943466
11632.640076	-102.092583
11633.312988	-102.533867
11633.985901	-103.506912
11634.658813	-102.390511
11635.331726	-101.946793
11636.004639	-101.819397
11636.677551	-100.836769
11637.350464	-100.826180
11638.023376	-100.682877
11638.696289	-100.047859
11639.369202	-100.490746
11640.042114	-100.195267
11640.715027	-99.829323
11641.387939	-100.435005
11642.060852	-100.064842
11642.733765	-99.782616
11643.406677	-101.048660
11644.079590	-100.762306
11644.752502	-100.618034
11645.425415	-101.825119
11646.098328	-101.185486
11646.771240	-101.593231
11647.444153	-103.391411
11648.117065	-102.312485
11648.789978	-102.844116
11649.462891	-103.717812
11650.135803	-102.837967
11650.808716	-103.188606
11651.481628	-103.893578
11652.154541	-103.616058
11652.827454	-103.548637
11653.500366	-103.715294
11654.173279	-102.202484
11654.846191	-102.360329
11655.519104	-102.362579
11656.192017	-101.067413
11656.864929	-101.509583
11657.537842	-101.299408
11658.210754	-100.202248
11658.883667	-100.736221
11659.556580	-100.802155
11660.229492	-100.021019
11660.902405	-100.209663
11661.575317	-100.496521
11662.248230	-99.545113
11662.921143	-99.476227
11663.594055	-99.790749
11664.266968	-99.058411
11664.939880	-99.471626
11665.612793	-98.488708
11666.285706	-97.799278
11666.958618	-97.740967
11667.631531	-97.437180
11668.304443	-97.262680
11668.977356	-96.940430
11669.650269	-96.618042
11670.323181	-96.529381
11670.996094	-96.484802
11671.669006	-96.711578
11672.341919	-96.977219
11673.014832	-97.446579
11673.687744	-97.602646
11674.360657	-98.065414
11675.033569	-98.928894
11675.706482	-99.242363
11676.379395	-99.961983
11677.052307	-100.979507
11677.725220	-101.066467
11678.398132	-100.817451
11679.071045	-100.686386
11679.743958	-99.836693
11680.416870	-99.692970
11681.089783	-99.506882
11681.762695	-99.327835
11682.435608	-99.290962
11683.108521	-99.479004
11683.781433	-99.616371
11684.454346	-100.385033
11685.127258	-100.607872
11685.800171	-100.597977
11686.473083	-101.378616
11687.145996	-101.664993
11687.818909	-101.182449
11688.491821	-102.213478
11689.164734	-102.075333
11689.837646	-101.431427
11690.510559	-102.209366
11691.183472	-101.960518
11691.856384	-101.066666
11692.529297	-101.117676
11693.202209	-101.065559
11693.875122	-100.305016
11694.548035	-100.296745
11695.220947	-99.781143
11695.893860	-99.380531
11696.566772	-99.431854
11697.239685	-99.041649
11697.912598	-98.746094
11698.585510	-99.050705
11699.258423	-99.303284
11699.931335	-99.938911
11700.604248	-100.228851
11701.277161	-99.600212
11701.950073	-99.552979
11702.622986	-99.868301
11703.295898	-99.465096
11703.968811	-100.028709
11704.641724	-100.166405
11705.314636	-99.980202
11705.987549	-100.396301
11706.660461	-100.685143
11707.333374	-100.288689
11708.006287	-101.959633
11708.679199	-102.053383
11709.352112	-100.932770
11710.025024	-103.216255
11710.697937	-102.697502
11711.370850	-102.376099
11712.043762	-104.128944
11712.716675	-103.740067
11713.389587	-102.819939
11714.062500	-104.455978
11714.735413	-103.305527
11715.408325	-102.665108
11716.081238	-103.824013
11716.754150	-103.034119
11717.427063	-103.323746
11718.099976	-104.196373
11718.772888	-103.103935
11719.445801	-104.786789
11720.118713	-104.602264
11720.791626	-103.630287
11721.464539	-104.471931
11722.137451	-104.264023
11722.810364	-103.568474
11723.483276	-104.383423
11724.156189	-104.239220
11724.829102	-103.019943
11725.502014	-103.461731
11726.174927	-102.573601
11726.847839	-102.122620
11727.520752	-102.450584
11728.193665	-102.011040
11728.866577	-101.661827
11729.539490	-101.182289
11730.212402	-101.157524
11730.885315	-100.806908
11731.558228	-101.002159
11732.231140	-100.641609
11732.904053	-101.148094
11733.576965	-101.420959
11734.249878	-101.165970
